id,name,molecule_code,group_id,group_name_cache,class_type_id,class_type_name_cache,experimental_measurements_count,membrane_binding_energy,logp7_4_blm,logp0_blm,molecular_weight,pKa,wiki_name,pubchem,metabolome,chEBI,drugbank,KEGG,PDB,influx,efflux,intracellular_localization,annotation,created_at,updated_at,logp6_5_pampa_ds,logp7_4_pampa_ds,logp0_pampa_ds,logp6_5_caco,logp0_caco,logp0_bbb,logp0_pm,,,,
364,Protriptyline,Protriptyline,2,Bases,4,Benzenoids,3,-6,0.42,3.68,263,10.54,Protriptyline,4976,HMDB14488,8597,DB00344,C07408,,"SLC6A2, SLC6A4","ABCB1(s,i)",Membrane,"Protriptyline hydrochloride is a dibenzocycloheptene-derivative tricyclic antidepressant (TCA). TCAs are structurally similar to phenothiazines. They contain a tricyclic ring system with an alkyl amine substituent on the central ring. In non-depressed individuals, protriptyline does not affect mood or arousal, but may cause sedation. In depressed individuals, protriptyline exerts a positive effect on mood. TCAs are potent inhibitors of serotonin and norepinephrine reuptake. In addition, TCAs down-regulate cerebral cortical beta-adrenergic receptors and sensitize post-synaptic serotonergic receptors with chronic use. The antidepressant effects of TCAs are thought to be due to an overall increase in serotonergic neurotransmission. TCAs also block histamine, adrenergic and muscarinic receptors, which accounts for their sedative, hypotensive and anticholinergic effects (e.g. blurred vision, dry mouth, constipation, urinary retention), respectively. Protriptyline may be used for the treatment of depression.",2018-08-16 02:02:23 UTC,2019-05-22 02:17:40 UTC,-1.72,-0.84,2.17,-3.61,-2.54,-1.6,1.1,,,,
365,Pyridoxine,Pyridoxine,2,Bases,3,Organoheterocyclic compounds,3,-2,-6.21,-6.86,169,5,Pyridoxine,1054,HMDB00239,16709,DB00165,C00314,,SLC22A1(i),,Extracellular,"The 4-methanol form of vitamin B6 which is converted to pyridoxal phosphate which is a coenzyme for synthesis of amino acids, neurotransmitters (serotonin, norepinephrine), sphingolipids, aminolevulinic acid. Although pyridoxine and Vitamin B6 are still frequently used as synonyms, especially by medical researchers, this practice is erroneous and sometimes misleading (EE Snell; Ann NY Acad Sci, vol 585 pg 1, 1990). Pyridoxine is one of the compounds that can be called vitamin B6. Pyridoxine assists in the balancing of sodium and potassium as well as promoting red blood cell production. It is linked to cancer immunity and helps fight the formation of homocysteine. It has been suggested that Pyridoxine might help children with learning difficulties, and may also prevent dandruff, eczema, and psoriasis. In addition, pyridoxine can help balance hormonal changes in women and aid in immune system. Lack of pyridoxine may cause anemia, nerve damage, seizures, skin problems, and sores in the mouth. ",2018-08-16 02:02:23 UTC,2019-05-22 02:17:40 UTC,-6.95,-6.95,-7.55,-5.07,-5.23,-5.31,-7.43,,,,
366,Pyrimethamine,Pyrimethamine,2,Bases,3,Organoheterocyclic compounds,2,-3.7,-2.8,-3.38,249,7.2,Pyrimethamine,4993,HMDB14350,8673,DB00205,C07391,CP6,,ABCG2(s),Membrane,"Pyrimethamine is one of the folic acid antagonists that is used as an antimalarial or with a sulfonamide to treat toxoplasmosis. Pyrimethamine inhibits the dihydrofolate reductase of plasmodia and thereby blocks the biosynthesis of purines and pyrimidines, which are essential for DNA synthesis and cell multiplication. This leads to failure of nuclear division at the time of schizont formation in erythrocytes and liver.",2018-08-16 02:02:23 UTC,2019-05-22 02:17:40 UTC,-4.87,-3.81,-4.35,-4.49,-4.34,-4.09,-4.62,,,,
367,Quetiapine,Quetiapine,2,Bases,3,Organoheterocyclic compounds,7,-4.7,-1.93,-1.92,384,7.05,Quetiapine,5002,HMDB05021,8707,DB01224,C07397,,SLC22A1(i),"ABCB1(s,i), ABCG2(i)",,"Quetiapine is used for the treatment of schizophrenia and bipolar disorder.  Quetiapine belongs to a series of neuroleptics known as ""atypical antipsychotics"", which have become increasingly popular alternatives to ""typical antipsychotics"" such as haloperidol. Quetiapine HAS approvals for the treatment of schizophrenia and acute mania in bipolar disorder.",2018-08-16 02:02:23 UTC,2019-05-22 02:17:40 UTC,-3.62,-3.01,-3,-4.14,-3.97,-3.57,-3.44,,,,
368,Quinolinic acid,Quinolinic_acid,3,Acids,3,Organoheterocyclic compounds,2,-1.2,-13.32,-5.71,167,2.43,Quinolinic acid,1066,HMDB00232,16675,DB01796,C03722,NTM,,,,Quinolinic acid is a metabolite of tryptophan with a possible role in neurodegenerative disorders. Elevated CSF levels of quinolinic acid are correlated with the severity of neuropsychological deficits in patients who have AIDS. Quinolinic acid (QUIN) is a product of tryptophan metabolism that can act as an endogenous brain excitotoxin when released by activated macrophages. ,2018-08-16 02:02:23 UTC,2019-05-22 02:17:40 UTC,-11.75,-13.52,-6.49,-6.4,-4.94,-4.91,-6.5,,,,
369,Resveratrol,Resveratrol,1,Neutral,10,Phenylpropanoids and polyketides,5,-3.1,-2.86,-2.86,228,Resveratrol,445154,HMDB03747,36000,DB02709,C03582,STL,"SLCO1B1(i), SLCO1B3(i)","ABCC1(s), ABCC2(s,i), ABCC4(s)",,"Resveratrol is a polyphenolic phytoalexin. It is also classified as a stilbenoid, a derivate of stilbene, and is produced in plants with the help of the enzyme stilbene synthase. Red wine contains between 0.2 and 5.8 mg/L depending on the grape variety, while white wine has much less. The reason for this difference is that red wine is fermented with grape skins, allowing the wine to absorb the resveratrol, whereas white wine is fermented after the skin has been removed. A number of beneficial health effects, such as anti-cancer, antiviral, neuroprotective, anti-aging, anti-inflammatory and life-prolonging effects have been reported for resveratrol. Resveratrol is thought to achieve these cardioprotective effects by a number of different routes: (1) Inhibition of vascular cell adhesion molecule expression; (2) Inhibition of vascular smooth muscle cell proliferation; (3) Stimulation of endolethelial nitric oxide synthase (eNOS) activity; (4) Inhibition of platelet aggregation; and (5) Inhibition of LDL peroxidation.",2018-08-16 02:02:23 UTC,2019-03-21 00:34:19 UTC,-3.86,-3.86,-3.86,-4.21,-4.21,-3.9,-4.2,,,,,
370,Rimantadine,Rimantadine,2,Bases,2,Organonitrogen compounds,2,-3.8,-0.65,2.17,179,10.14,Rimantadine,5071,HMDB14621,193858,DB00478,C07236,RIM,,,"Extracellular, Membrane","Rimantadine is an RNA synthesis inhibitor that is used as an antiviral agent in the prophylaxis and treatment of influenza. The mechanism of action of rimantadine is not fully understood. Rimantadine appears to exert its inhibitory effect early in the viral replicative cycle, possibly inhibiting the uncoating of the virus. Genetic studies suggest that a virus protein specified by the virion M2 gene plays an important role in the susceptibility of influenza A virus to inhibition by rimantadine.",2018-08-16 02:02:23 UTC,2019-05-22 02:17:40 UTC,-2.7,-1.82,0.78,-3.89,-2.92,-2.13,-0.12,,,,
371,Risperidone,Risperidone,2,Bases,3,Organoheterocyclic compounds,7,-4.5,0.01,0.84,410,7.81,Risperidone,5073,HMDB05020,8871,DB00734,C06861,,,"ABCC1(s,i), ABCG2(i)",,"Risperidone is an atypical antipsychotic medication. It is most often used to treat delusional psychosis (including schizophrenia), but risperidone (like other atypical antipsychotics) is also used to treat some forms of bipolar disorder, psychotic depression and Tourette syndrome. Generally lower doses are used for autistic spectrum disorders than are used for schizophrenia and other forms of psychosis; Risperidone is a very strong dopamine blocker (antagonist); Risperidone is a very strong dopamine blocker (antagonist); i.e., it inhibits functioning of postsynaptic dopamine receptors. An anxiolytic agent and a serotonin receptor agonist belonging to the azaspirodecanedione class of compounds. Its structure is unrelated to those of the benzodiazepines, but it has an efficacy comparable to diazepam; i.e., it inhibits functioning of postsynaptic dopamine receptors.",2018-08-16 02:02:23 UTC,2019-05-22 02:17:40 UTC,-2.1,-1.22,-0.45,-3.72,-3.26,-2.6,-1.2,,,,
372,Rosmarinic acid,Rosmarinic_acid,3,Acids,10,Phenylpropanoids and polyketides,3,-1.8,-14.31,-7.81,360,3.13,Rosmarinic acid,5281792,HMDB03572,50371,,C01850,ROA,,,,"Rosmarinic acid is an ester of caffeic acid and 3,4-dihydroxyphenyllactic acid. It is commonly found in species of the Boraginaceae and the subfamily Nepetoideae of the Lamiaceae. It is a red-orange powder that is slightly soluble in water, but well soluble is most organic solvents. Rosmarinic acid is one of the polyphenolic substances contained in culinary herbs such as perilla (Perilla frutescens L.), rosemary (Rosmarinus officinalis L.), sage (Salvia officinalis L.), mint (Mentha arvense L.), and basil (Ocimum basilicum L.). These herbs are commonly grown in the garden as kitchen herbs, and while used to add flavor in cooking, are also known to have several potent physiological effects. ",2018-08-16 02:02:23 UTC,2019-05-22 02:17:41 UTC,-13.55,-14.43,-8.44,-6.89,-5.48,-5.65,-8.21,,,,
373,Sebacic acid,Sebacic_acid,3,Acids,9,Lipids and lipid-like molecules,1,-2.3,-6.88,-2.46,202,4.59,Sebacic acid,5192,HMDB00792,41865,DB07645,C08277,DEC,,,,"Sebacic acid is a saturated, straight-chain naturally occurring dicarboxylic acid with 10 carbon atoms. Sebacic acid is a normal urinary acid. In patients with multiple acyl-CoA-dehydrogenase deficiency (MADD) or glutaric aciduria type II (GAII) are a group of metabolic disorders due to deficiency of either electron transfer flavoprotein or electron transfer flavoprotein ubiquinone oxidoreductase, biochemical data shows an increase in urine sebacic acid excretion. Sebacic acid is a white flake or powdered crystal slightly soluble in water that has been proposed as an alternative energy substrate in total parenteral nutrition. Sebacic Acid was named from the Latin sebaceus (tallow candle) or sebum (tallow) in reference to its use in the manufacture of candles. Sebacic Acid and its derivatives such as azelaic acid have a variety of industrial uses as plasticizers, lubricants, hydraulic fluids, cosmetics, candles, etc. It is used in the synthesis of polyamide and alkyd resins. It is also used as an intermediate for aromatics, antiseptics and painting materials.",2018-08-16 02:02:23 UTC,2019-05-22 02:17:41 UTC,-5.82,-7.57,-3.49,-4.75,-4.11,-3.76,-3.87,,,,
374,Selegiline,Selegiline,2,Bases,4,Benzenoids,2,-3.9,1.89,1.94,187,7.44,Selegiline,5195,HMDB15171,50217,DB01037,C07245,,,ABCB1(i),"Cytoplasm, Membrane","Selegiline is a selective, irreversible inhibitor of Type B monoamine oxidase. It is used in newly diagnosed patients with Parkinson's disease. ",2018-08-16 02:02:24 UTC,2019-05-22 02:17:41 UTC,-0.35,0.52,0.56,-3.24,-2.98,-2.21,-0.31,,,,
375,L-Serine,Serine,4,Zwitterions,6,"Amino acids, peptides, and analogues",1,-0.4,-14.46,-7.29,105,9.15,Serine,5951,HMDB00187,17115,DB00133,C00065,SER,"LAT2(s), SLC1A4, SLC16A10(i)",,"Cytoplasm, Extracellular, Mitochondria, Peroxisome","Serine is a nonessential amino acid derived from glycine. Low-average concentration of serine compared to other amino acids is found in muscle. Serine is highly concentrated in all cell membranes. L-serine and the products of its metabolism have been recognized not only to be essential for cell proliferation, but also to be necessary for specific functions in the central nervous system. The findings of altered levels of serine and glycine in patients with psychiatric disorders and the severe neurological abnormalities in patients with defects of L-serine synthesis underscore the importance of L-serine in brain development and function.",2018-08-16 02:02:24 UTC,2019-05-22 02:17:38 UTC,-14.57,-14.57,-7.96,-7.18,-5.34,-5.47,-7.79,,,,
376,Sertraline,Sertraline,2,Bases,4,Benzenoids,7,-5.1,1.04,2.76,306,9.03,Sertraline,68617,HMDB05010,9123,DB01104,C07246,SRE,SLC6A4,"ABCB1(s,i)",,"Sertraline is a selective serotonin uptake inhibitor that is used in the treatment of depression. Sertraline hydrochloride is an orally administered antidepressant of the selective serotonin reuptake inhibitor (SSRI) type. It is also prescribed for the treatment of obsessive-compulsive disorder (OCD), post-traumatic stress disorder (PTSD), premenstrual dysphoric disorder (PMDD), panic disorder (PD) and social phobia/social anxiety disorder.",2018-08-16 02:02:24 UTC,2019-05-22 02:17:41 UTC,-1.1,-0.26,1.33,-3.44,-2.77,-1.92,0.36,,,,
377,Silibinin,Silymarine,1,Neutral,11,"Lignans, neolignans and related",3,-2.2,-11.12,-11.12,482,Silibinin,5213,HMDB30583,925392,DB09298,C07610,,SLCO2B1(i),ABCG2(i),"Cytoplasm, Extracellular",Silibinin is found in coffee and coffee products. Silibinin is isolated from Silybum marianum.,2018-08-16 02:02:24 UTC,2019-03-21 00:34:19 UTC,-11.49,-11.49,-11.49,-6.32,-6.32,-6.82,-10.89,,,,,
378,Sufentanil,Sufentanil,2,Bases,4,Benzenoids,2,-4.1,0.49,2.07,387,8.86,Sufentanil,41693,HMDB14846,9316,DB00708,C08022,,,ABCB1(i),Membrane,"Sufentanil is an opioid analgesic that is used as an adjunct in anesthesia, in balanced anesthesia, and as a primary anesthetic agent. Opiate receptors are coupled with G-protein receptors and function as both positive and negative regulators of synaptic transmission via G-proteins that activate effector proteins. Binding of the opiate stimulates the exchange of GTP for GDP on the G-protein complex. As the effector system is adenylate cyclase and cAMP located at the inner surface of the plasma membrane, opioids decrease intracellular cAMP by inhibiting adenylate cyclase. Subsequently, the release of nociceptive neurotransmitters such as substance P, GABA, dopamine, acetylcholine and noradrenaline is inhibited. Opioids also inhibit the release of vasopressin, somatostatin, insulin and glucagon. Sufentanil's analgesic activity is, most likely, due to its conversion to morphine. Opioids open calcium-dependent inwardly rectifying potassium channels (OP1 receptor agonist). This results in hyperpolarization and reduced neuronal excitability.",2018-08-16 02:02:24 UTC,2019-05-22 02:17:41 UTC,-1.64,-0.77,0.69,-3.59,-2.95,-2.16,-0.2,,,,
379,Tacrine,Tacrine,2,Bases,3,Organoheterocyclic compounds,2,-2.6,-0.91,0.72,198,8.95,Tacrine,1935,HMDB14526,45980,DB00382,C01453,THA,,ABCB1(i),"Cytoplasm, Membrane","Tacrine is a centerally active cholinesterase inhibitor that has been used to counter the effects of muscle relaxants, as a respiratory stimulant, and in the treatment of Alzheimer's disease and other central nervous system disorders. The mechanism of tacrine is not fully known, but it is suggested that the drug is an anticholinesterase agent which reversibly binds with and inactivates cholinesterases. This inhibits the hydrolysis of acetylcholine released from functioning cholinergic neurons, thus leading to an accumulation of acetylcholine at cholinergic synapses. The result is a prolonged effect of acetylcholine.",2018-08-16 02:02:24 UTC,2019-05-22 02:17:41 UTC,-2.94,-2.07,-0.56,-3.95,-3.29,-2.64,-1.29,,,,
380,Tamoxifen,Tamoxifen,2,Bases,10,Phenylpropanoids and polyketides,3,-7.9,3.32,4.47,372,8.48,Tamoxifen,2733526,HMDB14813,41774,DB00675,C07108,CTX,"SLC22A2(i), SLC22A1(i), SLCO1B1(i),SLCO1B3(i)","ABCB1(s,i,inducer), ABCB11(i), ABCC2(s), ABCG2(s,i)","Cytoplasm, Membrane","Tamoxifen is one of the selective estrogen receptor modulators with tissue-specific activities. Tamoxifen acts as an anti-estrogen (inhibiting agent) in the mammary tissue, but as an estrogen (stimulating agent) in cholesterol metabolism, bone density, and cell proliferation in the endometrium. Tamoxifen binds to estrogen receptors (ER), inducing a conformational change in the receptor. This results in a blockage or change in the expression of estrogen dependent genes. The prolonged binding of tamoxifen to the nuclear chromatin of these results in reduced DNA polymerase activity, impaired thymidine utilization, blockade of estradiol uptake, and decreased estrogen response. It is likely that tamoxifen interacts with other coactivators or corepressors in the tissue and binds with different estrogen receptors, ER-alpha or ER-beta, producing both estrogenic and antiestrogenic effects.",2018-08-16 02:02:24 UTC,2019-05-22 02:17:41 UTC,0.96,1.84,2.89,-2.87,-2.34,-1.32,1.74,,,,
381,Temazepam,Temazepam,1,Neutral,3,Organoheterocyclic compounds,2,-4.8,-2.39,-2.39,301,Temazepam,5391,HMDB14376,195909,DB00231,C07125,,,,"Cytoplasm, Membrane","Temazepam is a benzodiazepine that acts as a gamma-aminobutyric acid modulator and anti-anxiety agent. Benzodiazepines bind nonspecifically to benzodiazepine receptors, which affects muscle relaxation, anticonvulsant activity, motor coordination, and memory. As benzodiazepine receptors are thought to be coupled to gamma-aminobutyric acid-A receptors, this enhances the effects of GABA by increasing GABA affinity for the GABA receptor. Binding of the inhibitory neurotransmitter GABA to the site opens the chloride channel, resulting in a hyperpolarized cell membrane that prevents further excitation of the cell.",2018-08-16 02:02:24 UTC,2019-03-21 00:34:20 UTC,-3.43,-3.43,-3.43,-4.09,-4.09,-3.74,-3.82,,,,,
