SMILES,Caco-2Papp(× 10x6cm/s),LogPapp Value
COc1ccc2c(O[C@@H]3C[C@H](N(C3)C(=O)[C@@H](NC(=O)OC4CCCC4)C(C)(C)C)C(=O)N[C@@]5(C[C@H]5C=C)P(=O)(O)Cc6ccccc6F)cc(nc2c1)c7csc(NC(C)C)n7,0.53,-0.27572413
COc1ccc2c(O[C@@H]3C[C@H](N(C3)C(=O)[C@@H](NC(=O)OC4CCCC4)C(C)(C)C)C(=O)N[C@@]5(C[C@H]5C=C)P(=O)(O)Cc6c(F)cccc6C(F)(F)F)cc(nc2c1)c7csc(NC(C)C)n7,0.53,-0.27572413
Cn1c(CCC(=O)O)nnc1c2ccc(NC(=O)c3ccc4ccccc4c3)cc2,0.53,-0.27572413
Cc1cc(nc(C)c1C(=O)N2C[C@@H]3CN(CCC4(CN(C4)C(=O)C5CCC(F)(F)CC5)c6ccccc6)C[C@@H]3C2)C#N,0.53,-0.27572413
OC(=O)CCCN1CC(Oc2c(CCc3ccc(OCCCCc4ccccc4)cc3)cccc12)c5nnn[nH]5,0.52,-0.283996656
CS(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(c4)C(F)(F)F)c(Cl)c3)c12,0.52,-0.283996656
CC[NH+](CC)CC.O[C@@H]1[C@@H](CNS(=O)(=O)[N-]C(=O)c2ccccc2O)O[C@H]([C@@H]1O)n3cnc4c(NC5CC5)nc(nc34)c6ccccc6,0.52,-0.283996656
OCC#Cc1ccc(s1)c2cc(CC(=O)O)cc(CC(=O)O)c2,0.51,-0.292429824
COC1=C(C=C(C=C1)C(=O)NCC2=CC(=CC=C2)C(=O)NCCC3=CC=NC=C3)OC,0.5,-0.301029996
O=C1ONC(=C1)C2CCNCC2,0.5,-0.301029996
O=C1NCCc2[nH]c(cc12)c3ccnc(c3)c4cnc5ccccc5c4,0.5,-0.301029996
O=C1CC(c2ccc(C[C@H](Nc3nc4ccccc4s3)c5nc6ccccc6[nH]5)cc2C#N)S(=O)(=O)N1,0.5,-0.301029996
O=C(CC1=NC(=CC(=O)N1)N2CCOCC2)Nc3ccccc3,0.5,-0.301029996
Nc1nc2CN(Cc2c(n1)c3c(Cl)cc(Cl)cc3OCCn4cccn4)C(=O)NC5CC5,0.5,-0.301029996
NC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN2CCC3(CC2)Cc4cc(Cl)ccc4O3,0.5,-0.301029996
NC(=N)NOCCNC(=O)CN1C(=O)C(=NC=C1C#N)NCC(F)(F)c2ccccc2,0.5,-0.301029996
NC(=N)NOCCNC(=O)CN1C(=CN=C(NCC(F)(F)c2ccccc2)C1=O)Cl,0.5,-0.301029996
NC(=N)NOCCNC(=O)Cc1c(F)c(NCC(F)(F)c2ccc(F)c(F)c2)ccc1C#N,0.5,-0.301029996
COc1cccc(c1)C(=O)CN2C=Nc3c(C#N)c(N4CCC[C@H](N)C4)n(CC=C(C)C)c3C2=O,0.5,-0.301029996
COc1ccc2nc(N[C@@H](Cc3ccc(cc3)C4CC(=O)NS4(=O)=O)c5nc6ccccc6[nH]5)sc2c1,0.5,-0.301029996
COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C(=O)c23)c4ccc(cc4)C5(CN(C)C)CC5,0.5,-0.301029996
COc1cc(cc(OC)c1O)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](O[C@@H]4O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]4O)c6cc7OCOc7cc26,0.5,-0.301029996
COc1cc(C)c(cc1c2ccc(C#CCO)s2)C(=O)NS(=O)(=O)c3ccccc3,0.5,-0.301029996
COc1cc(C)c(cc1c2ccc(C#CCO)s2)C(=O)NS(=O)(=O)C,0.5,-0.301029996
COc1cc(C)c(c(C)c1)S(=O)(=O)N(C)CCOCC(=O)N2CCC(CCN(C)C)CC2,0.5,-0.301029996
COc1c(cc(cc1C(C)(C)C)N2CCC(=O)NC2=O)C(=O)Nc3ccc(NS(=O)(=O)C)cc3,0.5,-0.301029996
Cn1ncc(C(=O)N2CCC(CC2)NC3=CC(=O)Nc4ccccc34)c1Cl,0.5,-0.301029996
Cn1cncc1CN2CC(Cc3cc(ccc23)C#N)N(CC4CCN(CC4)C(=O)CNC(=O)OC(C)(C)C)S(=O)(=O)c5ccccn5,0.5,-0.301029996
Cn1cncc1CN2CC(Cc3cc(ccc23)C#N)N(CC4CCN(CC4)C(=O)CC(F)(F)F)S(=O)(=O)c5ccccn5,0.5,-0.301029996
Cn1cncc1CN2CC(Cc3cc(ccc23)C#N)N(CC4CCN(CC4)C(=O)CC(C)(C)C)S(=O)(=O)c5ccccn5,0.5,-0.301029996
Cn1cncc1CN2CC(Cc3cc(ccc23)C#N)N(CC4CCN(CC4)C(=O)c5occc5)S(=O)(=O)c6ccccn6,0.5,-0.301029996
Cn1cncc1CN2CC(Cc3cc(ccc23)C#N)N(CC4CCN(CC4)C(=O)c5cccs5)S(=O)(=O)c6ccccn6,0.5,-0.301029996
Cn1cncc1CN2CC(Cc3cc(ccc23)C#N)N(CC4CCN(CC4)C(=O)c5ccccc5)S(=O)(=O)c6ccccn6,0.5,-0.301029996
Cn1cncc1CN2CC(Cc3cc(ccc23)C#N)N(CC4CCN(CC4)C(=O)C5CCCC5)S(=O)(=O)c6ccccn6,0.5,-0.301029996
Cn1cncc1CN2CC(Cc3cc(ccc23)C#N)N(CC4CCN(CC4)C(=O)c5ccc(Cl)cc5)S(=O)(=O)c6ccccn6,0.5,-0.301029996
Cn1cncc1CN2CC(Cc3cc(ccc23)C#N)N(CC4CCN(CC4)C(=O)C5CC5)S(=O)(=O)c6ccccn6,0.5,-0.301029996
Cn1cncc1CN2CC(Cc3cc(ccc23)C#N)N(CC4CCN(CC4)C(=O)C(C)(C)C)S(=O)(=O)c5ccccn5,0.5,-0.301029996
CN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1,0.5,-0.301029996
Cn1c(c2ccccn2)c(C3CCCCC3)c4ccc(cc14)C(=O)N[C@]5(CCNC5)C(=O)Nc6ccc(\C=C\C(=O)O)cc6,0.5,-0.301029996
CN1C(=O)C=C(N2CCCN(CCCN3c4ccccc4Sc5cccc(C(=O)O)c35)CC2)N(C)C1=O,0.5,-0.301029996
CN1C(=O)C=C(N2CCCN(CCCN3c4ccccc4Sc5ccc(OCC(=O)O)cc35)CC2)N(C)C1=O,0.5,-0.301029996
CN1C(=O)C=C(N2CCCN(CCCN3c4ccccc4Sc5c3cccc5C(=O)O)CC2)N(C)C1=O,0.5,-0.301029996
CN(CC1=C2C(=CC(=O)N1Cc3ccn(C)n3)NN(C2=O)c4ccccc4Cl)Cc5ccccc5,0.5,-0.301029996
CCOC(=O)c1cnc(N2CC(C2)C(=O)NS(=O)(=O)c3ccc(Cl)s3)c(Cl)c1,0.5,-0.301029996
CCO[C@@H]1CC[C@@H](CN2C[C@@H](N(C3CCN(CC3)C4(C)CCN(CC4)C(=O)c5c(C)cc(nc5C)C#N)C2=O)c6ccccn6)CC1,0.5,-0.301029996
CCn1c(CC2=NC(=CC(=O)N2)N3CCOCC3)nc4ccccc14,0.5,-0.301029996
CCCCOC(=O)c1cnc(N2CCN(CC2)C(=O)NS(=O)(=O)c3ccc(Cl)s3)c(Cl)c1,0.5,-0.301029996
CCCC(=O)O[C@@H]1[C@@H](CNS(=O)(=O)NC(=O)c2ccccc2O)O[C@H]([C@@H]1F)n3cnc4c(N)ncnc34.CCN(CC)CC,0.5,-0.301029996
CCCC(=O)N1CCC(CN(C2CN(Cc3cncn3C)c4ccc(cc4C2)C#N)S(=O)(=O)c5ccccn5)CC1,0.5,-0.301029996
CCC(CC)C(=O)O[C@@H]1[C@@H](CNS(=O)(=O)NC(=O)c2ccccc2O)O[C@H]([C@@H]1F)n3cnc4c(N)ncnc34.CCN(CC)CC,0.5,-0.301029996
CCC(=O)N1CCC(CN(C2CN(Cc3cncn3C)c4ccc(cc4C2)C#N)S(=O)(=O)c5ccccn5)CC1,0.5,-0.301029996
Cc1ncnc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N4[C@@H](CN(CC5CCOCC5)C4=O)c6ccccc6,0.5,-0.301029996
Cc1ncnc(C)c1C(=O)N2C[C@H]3CN(CCC(C4CCN(CC4)S(=O)(=O)C)c5cccc(F)c5)C[C@H]3C2,0.5,-0.301029996
Cc1cc(COc2ccc(cc2)C(=O)NC3(CC(=O)NO)CCN(CC3)c4ccccc4)c5ccccc5n1,0.5,-0.301029996
Cc1cc(CN2C(=O)C(=C(O)c3cc(F)ccc23)C4=CS(=O)(=O)c5ccccc5N4)ccc1F,0.5,-0.301029996
Cc1cc(C[C@H](Nc2nc3ccccc3s2)c4nc5ccccc5[nH]4)ccc1C6CC(=O)NS6(=O)=O,0.5,-0.301029996
Cc1c(Nc2c(\C=C\CCN3CCC[C@@H](N)C3)cncc2C#N)ccc4[nH]ccc14,0.5,-0.301029996
Cc1c(C2=NN(Cc3ccccc3)C(=O)C=C2)c4cc(F)ccc4n1CC(=O)O,0.5,-0.301029996
CC1=CN=C(NCCc2ccc(F)cc2F)C(=O)N1CC(=O)NCCONC(=N)N,0.5,-0.301029996
CC1=C(C(=O)N2C[C@@H]3CN(CC[C@H](NC(=O)C4CCCC4)c5ccccc5)C[C@@H]3C2)C(=CC(=O)N1)C,0.5,-0.301029996
CC1(C)CC(COc2ccc(Oc3cccc(c4ccncn4)c3C#N)c(Cl)c2)CC(C)(C)N1,0.5,-0.301029996
CC(C)c1nc2ccccc2n1Cc3ccc(cc3)C(=O)N[C@@H]4CCOC[C@@H]4C(=O)NO,0.5,-0.301029996
CC(C)c1nc(nc(c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(=O)(=O)C,0.5,-0.301029996
CC(C)C(=O)N1CCC(CN(C2CN(Cc3cncn3C)c4ccc(cc4C2)C#N)S(=O)(=O)c5ccccn5)CC1,0.5,-0.301029996
CC(C)(C)OC(=O)NC[C@@H]1CC[C@@H](CNC(=O)c2cc(nc3ccccc23)N4CCC(CCN)CC4)CC1,0.5,-0.301029996
CC(C)(C)c1nc2c(cccc2[nH]1)C(=O)NCC3CCN(CC(O)CN4CCN(CC4)S(=O)(=O)C)CC3,0.5,-0.301029996
CC(=O)N1CCC(CN(C2CN(Cc3cncn3C)c4ccc(cc4C2)C#N)S(=O)(=O)c5ccccn5)CC1,0.5,-0.301029996
CC(=C)C(=O)N1CCC(CN(C2CN(Cc3cncn3C)c4ccc(cc4C2)C#N)S(=O)(=O)c5ccccn5)CC1,0.5,-0.301029996
CC#CCn1c(N2CCC[C@H](N)C2)c(C#N)c3N=CN(Cc4nccc5ccccc45)C(=O)c13,0.5,-0.301029996
C[C@H](NC(=O)C(=O)Nc1ccccc1C(C)(C)C)C2=N[C@H]3CC(=O)O[C@@]3(COc4c(F)c(F)cc(F)c4F)O2,0.5,-0.301029996
C[C@H](NC(=O)C(=O)Nc1ccccc1C(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)COc2c(F)c(F)cc(F)c2F,0.5,-0.301029996
C(c1ccc(cc1)C(N2CCCN(CC2)C3CCC3)c4nnnn4Cc5ccccc5)n6cncn6,0.5,-0.301029996
Br.NC(=N)SCc1cc(F)cc2c3cc(Cl)cc(CSC(=N)N)c3sc12,0.5,-0.301029996
CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,0.4961,-0.304430773
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0.49,-0.30980392
CC(C)CCN1N=C(CC2CC2)C(=C(C1=O)C3=NS(=O)(=O)c4cc(NS(=O)(=O)C)ccc4N3)O,0.49,-0.30980392
CC1=C(C)C(=O)n2nc(cc2N1)[C@@H]3CCCCN3C(=O)c4ccccc4N,0.48,-0.318758763
N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O,0.47,-0.327902142
O[C@@H]1C[C@](O)(C[C@@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@@H]1O)C(=O)O,0.466666667,-0.330993219
CN[C@@H](Cc1ccccc1)C(=O)N(C)CC(=O)N(C)CC(=O)NCC(=O)NCC(=O)N(C)[C@@H](Cc2ccccc2)C(=O)N,0.46,-0.337242168
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](C)NC(=O)[C@H](Cc3ccc(O)cc3)NC1=O)[C@@H](C)O,0.46,-0.337242168
O[C@H](Cn1cccn1)C(=O)N2[C@H]3C[C@H]3C[C@H]2C(=O)NCc4cc(Cl)ccc4n5cnnn5,0.45,-0.346787486
COc1ccc(CN2C=CC=C(NC(=O)C(Cc3ccc(CC(=O)O)cc3)NC(=O)Cc4cccc5ccccc45)C2=O)cc1,0.45,-0.346787486
CC1Cc2c(Br)cccc2N1C(=O)Cc3nc(sc3C(=O)O)N4CCOCC4,0.45,-0.346787486
C(Cc1ncccc1c2oc(Nc3cnc4ccccc4c3)nn2)c5ccncc5,0.45,-0.346787486
O=C1NC(=O)C2=Cc3ccc(cc3N(C2=N1)c4ccccc4)C#N,0.44,-0.356547324
NCC(=O)N1CCn2c(C1)nc(c3ccc(F)cc3)c2Nc4ccc(Cl)cc4,0.44,-0.356547324
CN(CCO)Cc1cn(Cc2ccc(F)cc2)c3cnc4C(=O)N(O)CCc4c13,0.44,-0.356547324
CN(C)S(=O)(=O)c1cn(Cc2ccc(F)cc2)c3cnc4C(=O)N(O)CCc4c13,0.44,-0.356547324
CCOCCCN(c1c(Cl)c(Cl)cc2NC(=O)C(=O)Nc12)S(=O)(=O)C,0.44,-0.356547324
Cc1cc(nc(C)c1C(=O)N2C[C@H]3CN(CCC4(CN(C4)C(=O)C5CC(F)(F)C5)c6ccccc6)C[C@H]3C2)C#N,0.44,-0.356547324
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0.44,-0.356547324
CC(C)CCOC(=O)c1cnc(N2CCN(CC2)C(=O)NS(=O)(=O)c3ccc(Cl)s3)c(Cl)c1,0.44,-0.356547324
CC(C)(C)CCN1N2CCCC2C(=C(C1=O)C3=NS(=O)(=O)c4cc(NS(=O)(=O)C)ccc4N3)O,0.44,-0.356547324
COc1ccc2c(O[C@@H]3C[C@H](N(C3)C(=O)[C@@H](NC(=O)OC4CCCC4)C(C)(C)C)C(=O)N[C@@]5(C[C@H]5C=C)P(=O)(O)Cc6ccccc6OC)cc(nc2c1)c7csc(NC(C)C)n7,0.43,-0.366531544
COc1cc(Nc2nc(N[C@H]3CCCC[C@H]3N)n4cc(nc4c2C(=O)N)c5ccccc5)cc(OC)c1,0.43,-0.366531544
CN1C(=O)N=C(OCc2cc(F)c(Oc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)C=C1N4CCN(CC4)C5CC5,0.43,-0.366531544
CCCOC(=O)C1=CN(C2CC2)c3cc(N4CCNCC4)c(F)cc3C1=O,0.43,-0.366531544
CC(C)NC(=O)N1CC[C@@H](C1)NC2=Nc3cc(F)ccc3N(CC(F)F)c4ccc(Cl)cc24,0.428,-0.368556231
CCCCCCC(N)C(=O)N[C@@H](Cc1c(C)cc(O)cc1C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)N[C@@H](Cc5ccccc5)C(=O)N,0.4215,-0.375202421
CCCCCCCCCCC(NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]4CCCN4C(=O)[C@@H](N)Cc5ccc(O)cc5)C(=O)N,0.416,-0.380906669
CS(=O)(=O)Nc1cccc(c1)N2C3=NC(=O)NC(=O)C3=Cc4ccccc24,0.41,-0.387216143
CS(=O)(=O)N(CCC(F)(F)F)c1c(Cl)c(Cl)cc2NC(=O)C(=O)Nc12,0.41,-0.387216143
COC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@](C)(O)[C@@H]1O)Oc4ccccc4,0.41,-0.387216143
CCOC(=O)c1cc(C#N)c(nc1C)N2CC(C2)NC(=O)NS(=O)(=O)c3ccccc3,0.41,-0.387216143
COc1ccc2cc(ccc2c1)c3oc(CN4CCc5cc(OC)c(OC)cc5C4)cc3,0.408,-0.389339837
CC1=C(C=CC2=C1N=C(C=C2OC3CC4C(=O)NC5(CC5C=CCCCCCNC(=O)N4C3)C(=O)NS(=O)(=O)C6CC6)C7=NC(=CS7)C(C)C)OC,0.4,-0.397940009
COC1=CC2=C(C=C1)C(=CC(=N2)C3=NC=CS3)OC4CC5C(=O)NC6(CC6C=CCCCCCNC(=O)N5C4)C(=O)NS(=O)(=O)C7CC7,0.4,-0.397940009
CC1=C(C=CC2=C1N=C(N=C2OC3CC4C(=O)NC5(CC5C=CCCCCN(C(=O)N4C3)C)C(=O)NS(=O)(=O)C6CC6)C7=CC=NC=C7)OC,0.4,-0.397940009
ONC(=O)\C=C\c1ccc2OC3(CCN(Cc4ccccc4)CC3)NC(=O)c2c1,0.4,-0.397940009
OCCO[C@H]1CN(CC(=O)Nc2ccc(cc2F)N3C=CC=CC3=O)C[C@@H]1NC(=O)c4ccc(Cl)s4,0.4,-0.397940009
OC[C@H]1O[C@H](Oc2ccc(cc2)c3cc(F)c(O)c(F)c3)[C@@H](O)[C@@H](O)[C@@H]1O,0.4,-0.397940009
OC(=O)CN(C(=O)CCc1ccccc1)c2ccc(cc2)C(O)(C(F)(F)F)C(F)(F)F,0.4,-0.397940009
OC(=O)c1sc(nc1CC(=O)N2CCc3cc(F)ccc23)N4CCOCC4,0.4,-0.397940009
OC(=O)[C@@H]1CCCN1S(=O)(=O)c2cc(Cl)c(Cl)c(Cl)c2O,0.4,-0.397940009
O=C1CC(c2ccc(C[C@H](Nc3nc4ccccc4s3)c5nc6cc(ccc6[nH]5)C#N)cc2)S(=O)(=O)N1,0.4,-0.397940009
O=C1CC(c2ccc(C[C@H](Nc3nc4ccc(cc4s3)C#N)c5nc6ccccc6[nH]5)cc2)S(=O)(=O)N1,0.4,-0.397940009
O=C(CC1CC1)N2CCC[C@H]2C(=O)Nc3ccc(\C=C\c4ccc(NC(=O)[C@@H]5CCCN5C(=O)CC6CC6)cc4)cc3,0.4,-0.397940009
O=C(CC1=NC(=CC(=O)N1)N2CCOCC2)N3CCc4c3cccc4c5ccncc5,0.4,-0.397940009
None,0.4,-0.397940009
Nc1noc2ccc(cc12)n3nc(c4CCN(C(=O)c34)c5ccc(cc5)c6ccccc6CN7CCC(O)CC7)C(F)(F)F,0.4,-0.397940009
NC(=O)[C@@]12CC3CC(C1)[C@H](NC(=O)N4CCN(c5ccc(cn5)N6CCN(CC6)S(=O)(=O)C7CC7)c8ccccc48)C(C3)C2,0.4,-0.397940009
NC(=N)NCCC[C@H](NC(=O)c1oc(cc1)C(c2ccccc2)c3ccccc3)C(=O)O,0.4,-0.397940009
N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O,0.4,-0.397940009
Fc1cc(F)c(CN2C=NC(=O)c3cc(Oc4cccc(c5ccc6[nH]cnc6c5)c4C(F)(F)F)ccc23)c(F)c1,0.4,-0.397940009
FC(F)(F)c1ccc2[nH]c(nc2c1)[C@H](Cc3ccc(cc3)C4CC(=O)NS4(=O)=O)Nc5nc6ccccc6s5,0.4,-0.397940009
COCCCN1C(=O)N=C(c2ccc(nc2)N3CCN(C)CC3)c4oc5ccc(cc5c14)c6cnn(C)c6,0.4,-0.397940009
COc1cnc2C=CC(=O)N(CCN3CCC(CC3)c4nc5cc(C#N)c(C)cc5[nH]4)c2c1,0.4,-0.397940009
COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)C,0.4,-0.397940009
COc1cccc(C2=C(C)N(Cc3c(F)cccc3F)C(=O)N(C[C@H](NCCCC(=O)O)c4ccccc4)C2=O)c1F,0.4,-0.397940009
COc1cccc(c1)C(=O)CN2C=Nc3c(C#N)c(N4CCC[C@H](N)C4)n(CC#CC)c3C2=O,0.4,-0.397940009
COC(=O)NC1(CCN(C[C@@H]2C[C@@]2(C(=O)N(C)Cc3ccccc3)c4ccc(Cl)c(Cl)c4)CC1)c5ccccc5,0.4,-0.397940009
COC(=O)N1C[C@@H](NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)[C@H](C1)C(=O)NO,0.4,-0.397940009
CNCCN[C@@H](C(C)C)c1cccc(F)c1N2CCN(CC2)C(=O)[C@H](C)Cc3ccc(Cl)cc3,0.4,-0.397940009
CN1OC(=CC1=O)C2CCNCC2,0.4,-0.397940009
Cn1c(c2ccccn2)c(C3CCCCC3)c4ccc(cc14)C(=O)NC(C)(C)C(=O)Nc5ccc6sc(cc6c5)C(=O)O,0.4,-0.397940009
CN1C(=O)C=C(NCCCN2CCC(CN3c4ccccc4Sc5ccc(cc35)C(=O)O)CC2)N(C)C1=O,0.4,-0.397940009
CN(C)[C@@H]1CCN(C1)C(=O)c2ccc(O)cc2OC[C@@H](O)CN3CCC4(CC3)Cc5cc(Cl)ccc5O4,0.4,-0.397940009
CCN(CC)CC.CC(C)C(=O)O[C@@H]1[C@@H](CNS(=O)(=O)NC(=O)c2ccccc2O)O[C@H]([C@@H]1F)n3cnc4c(N)ncnc34,0.4,-0.397940009
CCCCC1CN(CC2CCOCC2)C(=O)N1C3CCN(CC3)C4(C)CCN(CC4)C(=O)c5c(C)ncnc5C,0.4,-0.397940009
CCCCC1CN(C2CCOCC2)C(=O)N1C3CCN(CC3)C4(C)CCN(CC4)C(=O)c5c(C)ncnc5C,0.4,-0.397940009
CCCCC(=O)N(Cc1ccc(cc1)c2ccccc2c3nnn[nH]3)[C@@H](C(C)C)C(=O)O,0.4,-0.397940009
CCCC(=O)c1cc(C#N)c(nc1C)N2CCC(CC2)C(=O)NS(=O)(=O)Cc3ccccc3Cl,0.4,-0.397940009
CCCC(=O)c1cc(C#N)c(nc1C)N2CCC(CC2)C(=O)NS(=O)(=O)Cc3ccc(Cl)cc3,0.4,-0.397940009
Cc1ncnc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N4C(CN(CC5CCOCC5)C4=O)c6ccccc6,0.4,-0.397940009
Cc1ccccc1CN(CCN(Cc2cncn2C)c3ccc(cc3)c4ccccc4)S(=O)(=O)c5cn(C)cn5,0.4,-0.397940009
Cc1ccccc1CN(CCN(Cc2cncn2C)c3ccc(cc3)C#N)S(=O)(=O)c4cn(C)cn4,0.4,-0.397940009
Cc1cc(nc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N4[C@@H](CN(C[C@@H]5CC[C@@H](O)CC5)C4=O)c6ccccc6)C#N,0.4,-0.397940009
Cc1cc(COc2ccc(cc2)C(=O)NC3CCC3C(=O)NO)c4ccccc4n1,0.4,-0.397940009
Cc1cc(COc2ccc(cc2)C(=O)N[C@@H]3COCC[C@@H]3C(=O)NO)c4ccccc4n1,0.4,-0.397940009
Cc1cc(C[C@H](NS(=O)(=O)c2ccccc2)c3nc4ccccc4[nH]3)ccc1[C@@H]5CC(=O)NS5(=O)=O,0.4,-0.397940009
Cc1c(Cc2ccccc2S(=O)(=O)c3ccccc3)c4C(=O)N(C=Cc4n1CC(=O)O)C(F)F,0.4,-0.397940009
CC1(CCNCC1)c2onc(O)c2,0.4,-0.397940009
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)N(C)C(=O)[C@@H]3CCCN3C(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](C)NC(=O)c5csc1n5,0.4,-0.397940009
CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@@H]3CCCN3C(=O)[C@H](Cc4ccccc4)NC(=O)[C@H](C)NC(=O)c5csc1n5)[C@@H](C)O,0.4,-0.397940009
CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)[C@H]7[C@](O)([C@H](OC(=O)C)[C@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,0.4,-0.397940009
CC(C)Cc1nc2sc3c(NCCN4CCOCC4)ncnc3c2c5CC(C)(C)CCc15,0.4,-0.397940009
CC(C)(C)COc1ccc(cc1OC(F)(F)F)C2=C(C#N)C(=O)NC(=N2)N,0.4,-0.397940009
CC(C)(C)c1nc2ccccc2n1Cc3ccc(cc3)C(=O)N[C@@H]4CN(CC#C)C[C@@H]4C(=O)NO,0.4,-0.397940009
Br.NC(=N)SCc1cccc2c3cccc(CSC(=N)N)c3C(=O)c12,0.4,-0.397940009
Br.NC(=N)SCc1cc(F)ccc1Sc2ccc(F)cc2CSC(=N)N,0.4,-0.397940009
[Na+].O=C1C[C@@H](c2ccc(C[C@H](NS(=O)(=O)c3ccccc3)c4nc5ccccc5[nH]4)cc2)S(=O)(=O)[N-]1,0.4,-0.397940009
[Na+].Cc1cc(C[C@H](NS(=O)(=O)c2ccccc2)c3nc4ccccc4[nH]3)ccc1[C@@H]5CC(=O)[N-]S5(=O)=O,0.4,-0.397940009
CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc4cnc[nH]4)NC(=O)[C@@H]5CCC(=O)N5)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N6CCC[C@H]6C(=O)NCC(=O)N,0.398,-0.400116928
CC1=C(NC(=C1CCC(=O)NCCS(=O)(=O)O)CC2=C(C(=C(N2)C=C3C(=C(C(=O)N3)C)C=C)C)CCC(=O)NCCS(=O)(=O)O)C=C4C(=C(C(=O)N4)C=C)C,0.39,-0.408935393
COc1cccc(CP(=O)(O)[C@]2(C[C@H]2C=C)NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@@H](NC(=O)OC4CCCC4)C(C)(C)C)Oc5cc(nc6cc(OC)ccc56)c7csc(NC(C)C)n7)c1,0.39,-0.408935393
CN(C)CCN1CCN(CCC1=O)C(=O)c2cc(sc2NC(=O)Nc3cccc(Cl)c3Cl)C(C)(C)C,0.39,-0.408935393
CCOC(=O)c1cc(C#N)c(nc1C)N2CC3CN(CC3C2)C(=O)NS(=O)(=O)c4ccccc4,0.39,-0.408935393
OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0.3861,-0.413300198
CCN1CCN(CC(=O)NC2(C(=O)Nc3cc(Cl)cc(Cl)c23)c4ccc(Cl)c(Cl)c4)CC1,0.3845,-0.415103656
COc1ccc2cc(ccc2c1)c3occ(CN4CCc5cc(OC)c(OC)cc5C4)n3,0.38,-0.420216403
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,0.38,-0.420216403
CN(c1ccccc1C(=O)N2CCCC[C@H]2c3cc4NC(=C(C)C(=O)n4n3)C)S(=O)(=O)C,0.37,-0.431798276
CCOC(=O)c1cc(C#N)c(nc1C)N2CCN(CC2)C(=O)NS(=O)(=O)Cc3ccccc3,0.37,-0.431798276
